id,group,category,cer,utmos,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,dnsmos_p808,rtf,synth_seconds,audio_seconds,transcript
A01,pure_khmer,short,2.2777777777777777,2.4230518341064453,3.391720397242307,3.000679464604925,2.5254546886334572,3.004425436258316,1.3501,3.0242,2.24,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
A02,pure_khmer,short,3.111111111111111,2.4180264472961426,3.2003903218653544,3.5484746853524185,2.6582958808003876,3.2300808429718018,1.3202,2.1123,1.6,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
A03,pure_khmer,short,2.5454545454545454,2.570586681365967,2.840983118608102,3.1848990629792437,2.229101119057597,2.9360008239746094,1.3598,3.6988,2.72,ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប�
A04,pure_khmer,short,2.275,2.847263813018799,3.154515191918626,3.964189425364495,2.8969170862377824,3.1567649841308594,1.342,3.2207,2.4,ប្រាប់ក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុ�
A05,pure_khmer,short,2.875,2.8151817321777344,3.1476538133921323,4.0959078060445195,2.946626605873561,3.2205076615015664,1.3264,2.5468,1.92,បាន្លាប់ក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្នុងក្�
A06,pure_khmer,short,2.0697674418604652,2.753894567489624,2.965936901943038,3.8147754658577684,2.6057861889078318,3.3432555198669434,1.3564,3.6894,2.72,បង្រាប់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស�
A07,pure_khmer,short,2.3513513513513513,3.0378687381744385,3.2886999488430173,3.685956575826794,2.8124096537068866,3.312851701463972,1.3354,2.7776,2.08,បាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន្តាន
A08,pure_khmer,short,2.7096774193548385,2.3923447132110596,3.228175757663586,3.9051649545023537,2.906422071088826,3.139892021814982,1.3132,2.1011,1.6,ខ្លាប់បានបានបានប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រ�
A09,pure_khmer,short,1.9761904761904763,2.45917010307312,2.8839976893107604,3.5269522708169636,2.5009265555244715,3.0697224140167236,1.3535,3.465,2.56,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
A10,pure_khmer,short,2.1,3.1709787845611572,3.416612292639308,4.128471082311934,3.173548326155115,3.3678603172302246,1.3507,3.6739,2.72,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
